phase_index,phase,liar_dir,liar_true,liar_reported,crash,liar_wasted,extra_honest_wait,conflicts_true,conflicts_reported,honest_waits_baseline,honest_waits_lie,extra_waits
3,E-W left turns,S,left,straight,False,True,0.000000,[],[],"{""E-left"": 0.0, ""W-left"": 0.0, ""S-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}"
3,E-W left turns,S,straight,left,False,False,0.000000,[],[],"{""E-left"": 0.0, ""W-left"": 0.0, ""S-straight"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}"
3,E-W left turns,S,left,right,False,True,0.000000,[],[],"{""E-left"": 0.0, ""W-left"": 0.0, ""S-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}"
3,E-W left turns,S,right,left,False,False,0.000000,[],[],"{""E-left"": 0.0, ""W-left"": 0.0, ""S-right"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}"
3,E-W left turns,W,straight,right,True,False,0.000000,"[[[""W"", ""left""], [""W"", ""straight""]]]","[[[""W"", ""left""], [""W"", ""right""]]]","{""E-left"": 0.0, ""W-left"": 0.0, ""W-straight"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}"
3,E-W left turns,W,right,straight,True,False,0.000000,"[[[""W"", ""left""], [""W"", ""right""]]]","[[[""W"", ""left""], [""W"", ""straight""]]]","{""E-left"": 0.0, ""W-left"": 0.0, ""W-right"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}"
3,E-W left turns,W,left,straight,True,False,0.000000,"[[[""W"", ""left""], [""W"", ""left""]]]","[[[""W"", ""left""], [""W"", ""straight""]]]","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}"
3,E-W left turns,W,straight,left,True,False,0.000000,"[[[""W"", ""left""], [""W"", ""straight""]]]","[[[""W"", ""left""], [""W"", ""left""]]]","{""E-left"": 0.0, ""W-left"": 0.0, ""W-straight"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}"
3,E-W left turns,W,left,right,True,False,0.000000,"[[[""W"", ""left""], [""W"", ""left""]]]","[[[""W"", ""left""], [""W"", ""right""]]]","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}"
3,E-W left turns,W,right,left,True,False,0.000000,"[[[""W"", ""left""], [""W"", ""right""]]]","[[[""W"", ""left""], [""W"", ""left""]]]","{""E-left"": 0.0, ""W-left"": 0.0, ""W-right"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}","{""E-left"": 0.0, ""W-left"": 0.0}"
